year,variableA,variableB,variableC,variableD,variableE,variableF
2017-05-20,38.23556,55.41444,41.97803,34.49308,59.66436,51.16453
2017-05-20,39.62964,54.51856,44.39882,34.86047,59.25576,49.78135
2017-05-20,38.80148,54.87124,43.10471,34.49825,59.29087,50.45161
2017-05-21,38.28256,55.40812,41.99757,34.56755,59.6697,51.14653
2017-05-21,39.62964,54.51856,44.39882,34.86047,59.25576,49.78135
2017-05-21,38.83015,54.86396,43.12059,34.5397,59.28749,50.44043
2017-05-22,39.63826,54.53247,44.42299,34.85353,59.28426,49.78069
2017-05-22,38.26906,55.46428,41.93174,34.60639,59.66468,51.26388
2017-05-22,38.78198,54.95404,43.04203,34.52193,59.31543,50.59264
2017-05-23,40.24492,54.41688,45.08392,35.40591,59.00794,49.82582
2017-05-23,38.31108,55.46129,41.9374,34.68476,59.66682,51.25577
2017-05-23,39.14797,54.91948,43.61942,34.67653,59.17537,50.66359
2017-05-24,39.81437,54.01662,44.79591,34.83282,58.33023,49.70301
2017-05-24,37.85646,55.77018,41.47275,34.24018,60.07504,51.46532
2017-05-24,38.99393,54.72712,43.54335,34.44452,58.86196,50.59229
2017-05-25,37.89192,55.7291,41.5061,34.27774,60.04083,51.41737
2017-05-25,39.91333,53.94802,44.96519,34.86146,58.26553,49.63052
2017-05-25,39.05955,54.67347,43.67546,34.44365,58.80458,50.54237
2017-05-26,40.22279,53.76402,45.31712,35.12847,58.03189,49.49614
2017-05-26,38.20471,55.57269,41.92799,34.48142,59.82375,51.32163
2017-05-26,39.28042,54.5595,43.92625,34.63459,58.65606,50.46295
2017-05-27,40.15144,53.83537,45.1971,35.10577,58.08748,49.58326
2017-05-27,38.26954,55.52485,42.00937,34.52972,59.77212,51.27757
2017-05-27,39.27729,54.57211,43.88622,34.66835,58.6447,50.49953
2017-05-28,38.41018,55.39933,42.24271,34.57765,59.6599,51.13876
2017-05-28,40.15144,53.83537,45.1971,35.10577,58.08748,49.58326
2017-05-28,39.3673,54.49165,44.00107,34.73354,58.56404,50.41927
2017-05-29,38.48822,55.33235,42.35765,34.61878,59.58801,51.0767
2017-05-29,40.06456,53.96847,45.12022,35.0089,58.23272,49.70422
2017-05-29,39.3634,54.5243,43.96389,34.76291,58.57644,50.47216
2017-05-30,40.42588,53.90907,45.20613,35.64562,57.96503,49.85311
2017-05-30,38.39928,55.63413,41.91901,34.87955,59.58732,51.68095
2017-05-30,39.21078,54.80099,43.55368,34.86788,58.70224,50.89975
2017-05-31,38.32364,55.46051,41.85717,34.7901,59.62359,51.29743
2017-05-31,40.34653,53.96354,45.0083,35.68476,58.0239,49.90319
2017-05-31,39.14719,54.78027,43.51952,34.77485,58.85775,50.70278
2017-06-01,38.32013,55.45131,41.83544,34.80482,59.61028,51.29233
2017-06-01,40.30403,54.02005,44.96185,35.64621,58.11176,49.92834
2017-06-01,39.11364,54.811,43.47738,34.74991,58.89351,50.7285
2017-06-02,40.41716,54.00002,45.03052,35.8038,58.06133,49.93871
2017-06-02,38.31442,55.51968,41.81391,34.81493,59.6869,51.35247
2017-06-02,39.10624,54.85807,43.46215,34.75033,58.9391,50.77704
2017-06-03,40.41716,54.00002,45.03052,35.8038,58.06133,49.93871
2017-06-03,38.15836,55.66989,41.7485,34.56821,59.90916,51.43062
2017-06-03,38.9981,54.95428,43.42838,34.56783,59.09671,50.81186
2017-06-04,40.13013,54.41492,44.71383,35.54644,58.57169,50.25816
2017-06-04,38.04909,55.86415,41.72054,34.37764,60.09843,51.62987
2017-06-04,38.89021,55.1037,43.33281,34.44762,59.26466,50.94274
2017-06-05,38.07709,55.82519,41.73353,34.42064,60.04972,51.60065
2017-06-05,40.30796,54.25923,45.05179,35.56414,58.43926,50.07919
2017-06-05,38.99826,55.00614,43.55975,34.43677,59.14022,50.87205
2017-06-06,40.25127,54.70671,44.90175,35.6008,58.98392,50.4295
2017-06-06,37.5394,56.78997,41.06022,34.01857,61.15226,52.42768
2017-06-06,38.60328,55.67593,43.15037,34.05618,59.98829,51.36356
2017-06-07,39.47573,55.21827,44.69165,34.2598,59.34021,51.09632
2017-06-07,37.62785,56.87752,41.06159,34.1941,61.10828,52.64675
2017-06-07,38.28024,55.87093,43.07074,33.48973,59.99118,51.75068
2017-06-08,37.59521,56.70111,41.01394,34.17648,60.82177,52.58046
2017-06-08,39.56704,55.13066,44.87513,34.25895,59.27013,50.9912
2017-06-08,38.24259,55.77963,43.04533,33.43984,59.84056,51.7187
2017-06-09,37.27892,56.98267,40.75511,33.80274,60.98679,52.97855
2017-06-09,39.4872,55.18361,44.72883,34.24557,59.24485,51.12236
2017-06-09,38.04195,55.96476,42.81776,33.26614,59.97122,51.9583
2017-06-10,39.4872,55.18361,44.72883,34.24557,59.24485,51.12236
2017-06-10,37.4267,56.84025,40.90689,33.94651,60.81255,52.86795
2017-06-10,38.12778,55.87754,42.90308,33.35248,59.85918,51.89591
2017-06-11,37.39389,56.96007,40.88179,33.90599,60.98165,52.93849
2017-06-11,39.4872,55.18361,44.72883,34.24557,59.24485,51.12236
2017-06-11,38.09373,55.9653,42.89088,33.29659,59.99905,51.93155
2017-06-12,37.24044,57.05828,40.82742,33.65347,61.16671,52.94985
2017-06-12,39.8111,54.497,44.95952,34.66269,58.70685,50.28715
2017-06-12,38.29467,55.58596,43.10337,33.48596,59.77042,51.4015
2017-06-13,39.90106,54.4931,44.8733,34.92881,58.6314,50.35481
2017-06-13,37.42384,57.09056,41.08774,33.75994,61.18656,52.99457
2017-06-13,38.25534,55.78836,42.89152,33.61917,59.96687,51.60986
2017-06-14,40.24654,53.96759,45.1449,35.34819,58.25368,49.68151
2017-06-14,37.58538,56.83662,41.19516,33.97561,61.12059,52.55265
2017-06-14,38.3791,55.65119,43.01754,33.74066,59.86611,51.43627
2017-06-15,40.40865,53.82967,45.45263,35.36467,58.14452,49.51482
2017-06-15,38.17562,56.75382,42.57939,33.77184,62.05133,51.45631
2017-06-15,38.38903,55.9732,43.29962,33.47845,60.9323,51.0141
2017-06-16,38.13759,56.16522,42.42458,33.8506,61.33659,50.99385
2017-06-16,41.08271,53.55498,46.18059,35.98484,57.80258,49.30737
2017-06-16,38.66948,55.51431,43.59479,33.74418,60.41283,50.61578
2017-06-17,41.08271,53.55498,46.18059,35.98484,57.80258,49.30737
2017-06-17,38.22923,55.98989,42.53318,33.92529,61.17151,50.80827
2017-06-17,38.7223,55.40695,43.65948,33.78512,60.3134,50.50051
2017-06-18,41.08271,53.55498,46.18059,35.98484,57.80258,49.30737
2017-06-18,38.2633,55.92405,42.58323,33.94336,61.11977,50.72832
2017-06-18,38.73221,55.37252,43.68423,33.78019,60.29601,50.44904
2017-06-19,38.20811,55.95309,42.54373,33.87248,61.15396,50.75222
2017-06-19,41.07663,53.4833,46.22794,35.92532,57.78094,49.18565
2017-06-19,38.71433,55.33969,43.69634,33.73232,60.26365,50.41574
2017-06-20,38.05501,55.89925,42.15563,33.95438,60.62563,51.17287
2017-06-20,41.74133,53.18612,46.55068,36.93198,57.17889,49.19334
2017-06-20,38.62213,55.34938,43.38256,33.8617,59.91515,50.78362
2017-06-21,41.27916,53.78546,45.99531,36.56301,58.26405,49.30687
2017-06-21,37.71882,56.43047,41.66222,33.77543,61.4958,51.36514
2017-06-21,38.40358,55.77647,43.05761,33.74956,60.63239,50.92056
2017-06-22,38.19526,56.32613,42.07628,34.31423,61.22327,51.429
2017-06-22,41.33515,53.73629,46.1096,36.5607,58.23534,49.23724
2017-06-22,38.74978,55.69723,43.3579,34.14165,60.42154,50.97293
2017-06-23,38.85541,55.87791,42.80199,34.90883,60.59999,51.15583
2017-06-23,42.15164,53.26928,47.11041,37.19287,57.63242,48.90615
2017-06-23,39.77451,55.08252,44.676,34.87303,59.65898,50.50606
2017-06-24,42.15164,53.26928,47.11041,37.19287,57.63242,48.90615
2017-06-24,38.69684,55.90369,42.61763,34.77605,60.63505,51.17233
2017-06-24,39.66325,55.09979,44.57659,34.7499,59.691,50.50858
2017-06-25,42.15164,53.26928,47.11041,37.19287,57.63242,48.90615
2017-06-25,38.60531,56.04652,42.54538,34.66523,60.8044,51.28865
2017-06-25,39.58413,55.20745,44.52223,34.64603,59.83112,50.58379
2017-06-26,42.26113,53.22862,47.13463,37.38763,57.44697,49.01027
2017-06-26,38.38256,56.12514,42.30339,34.46173,60.77531,51.47498
2017-06-26,39.46778,55.20918,44.43855,34.497,59.75242,50.66594
2017-06-27,37.48801,56.62576,41.59288,33.38314,61.22116,52.03036
2017-06-27,41.78716,53.23951,46.6125,36.96183,57.33175,49.14727
2017-06-27,38.71787,55.64397,43.81157,33.62417,60.16024,51.1277
2017-06-28,41.81993,52.67577,46.51572,37.12415,56.62168,48.72987
2017-06-28,37.54221,55.36171,41.44012,33.64429,60.12468,50.59874
2017-06-28,39.3798,54.28488,44.38748,34.37212,58.96166,49.6081
2017-06-29,41.86575,52.88573,46.33982,37.39169,56.71787,49.05359
2017-06-29,37.67141,55.34303,41.59846,33.74437,60.11432,50.57174
2017-06-29,39.93516,54.1336,44.7401,35.13022,58.62613,49.64108
2017-06-30,37.43984,55.56991,41.20217,33.67751,60.20266,50.93716
2017-06-30,41.68539,52.85609,46.1218,37.24899,56.67764,49.03455
2017-06-30,39.60293,54.33164,44.34719,34.85867,58.76026,49.90302
2017-07-01,37.45395,55.56271,41.21778,33.69012,60.19781,50.9276
2017-07-01,41.68539,52.85609,46.1218,37.24899,56.67764,49.03455
2017-07-01,39.58723,54.34242,44.34394,34.83052,58.78121,49.90363
2017-07-02,41.68539,52.85609,46.1218,37.24899,56.67764,49.03455
2017-07-02,37.37842,55.55313,41.15376,33.60308,60.18834,50.91793
2017-07-02,39.51341,54.3523,44.30066,34.72616,58.80197,49.90263
2017-07-03,37.54239,55.46515,41.31401,33.77077,60.08126,50.84904
2017-07-03,41.5316,53.03595,45.95436,37.10884,56.94992,49.12199
2017-07-03,39.52999,54.39137,44.26207,34.79792,58.82858,49.95415
2017-07-04,37.41192,55.53621,41.20735,33.6165,60.18404,50.88838
2017-07-04,41.50266,53.08095,45.93007,37.07524,57.03258,49.12931
2017-07-04,39.41248,54.46843,44.19063,34.63433,58.93663,50.00022
2017-07-05,41.05097,53.6532,45.47329,36.62865,57.79597,49.51043
2017-07-05,37.4516,55.89673,40.96217,33.94103,60.39372,51.39974
2017-07-05,39.03904,54.90335,43.63164,34.44644,59.316,50.49069
2017-07-06,40.9981,53.72767,45.38999,36.60621,57.86521,49.59013
2017-07-06,37.44537,55.90229,40.93926,33.95148,60.37643,51.42815
2017-07-06,39.00697,54.95916,43.60416,34.40978,59.34011,50.57821
2017-07-07,40.9719,53.88918,45.57987,36.36393,58.12414,49.65421
2017-07-07,37.56738,56.12503,41.24331,33.89145,60.55323,51.69684
2017-07-07,39.01347,55.12906,43.63103,34.39591,59.4956,50.76252
2017-07-08,37.63799,56.03509,41.30652,33.96945,60.44957,51.6206
2017-07-08,40.9719,53.88918,45.57987,36.36393,58.12414,49.65421
2017-07-08,39.03389,55.08215,43.65359,34.41419,59.44303,50.72127
2017-07-09,40.9719,53.88918,45.57987,36.36393,58.12414,49.65421
2017-07-09,37.73914,55.99558,41.42068,34.05761,60.41068,51.58048
2017-07-09,39.08517,55.06653,43.70378,34.46656,59.43101,50.70205
2017-07-10,40.97753,53.88207,45.67814,36.27691,58.17496,49.58917
2017-07-10,37.7802,55.95912,41.46539,34.09501,60.37428,51.54397
2017-07-10,39.12117,55.04463,43.77384,34.46849,59.39623,50.69302
2017-07-11,38.07668,55.98864,41.70876,34.44459,60.21886,51.75842
2017-07-11,41.28938,53.67112,45.78644,36.79231,57.71157,49.63067
2017-07-11,39.24297,55.10878,43.7589,34.72705,59.33429,50.88327
2017-07-12,37.98452,55.81583,41.58894,34.38009,60.06542,51.56623
2017-07-12,41.33458,53.47686,45.81248,36.85669,57.61976,49.33395
2017-07-12,39.29457,54.95346,44.04103,34.54811,59.27117,50.63574
2017-07-13,41.25047,53.57362,45.71526,36.78569,57.79064,49.35661
2017-07-13,37.98452,55.81583,41.58894,34.38009,60.06542,51.56623
2017-07-13,39.25278,55.00865,43.9978,34.50777,59.34611,50.67118
2017-07-14,38.36245,55.82526,41.95557,34.76933,59.79289,51.85762
2017-07-14,41.46821,53.40542,45.88934,37.04708,57.68714,49.12371
2017-07-14,39.14643,55.23926,43.65331,34.63956,59.42607,51.05245
2017-07-15,38.29617,55.9601,41.91101,34.68133,59.95897,51.96122
2017-07-15,41.46784,53.40601,45.88824,37.04744,57.68776,49.12427
2017-07-15,39.09839,55.3304,43.63673,34.56005,59.56072,51.10008
2017-07-16,40.88952,54.01481,45.42131,36.35773,58.23363,49.79599
2017-07-16,37.84597,56.33533,41.53548,34.15647,60.28469,52.38597
2017-07-16,38.60715,55.70111,43.2235,33.9908,59.92703,51.47519
2017-07-17,40.74656,53.64394,45.23213,36.26099,57.86213,49.42576
2017-07-17,38.4192,55.60708,41.91361,34.9248,59.59241,51.62175
2017-07-17,38.81894,55.38853,43.13393,34.50394,59.534,51.24305
2017-07-18,40.80437,53.83469,45.08408,36.52465,57.90987,49.75951
2017-07-18,38.04208,56.00087,41.48399,34.60018,60.01667,51.98506
2017-07-18,38.72128,55.6564,42.93108,34.51148,59.73441,51.5784
2017-07-19,37.97404,56.19024,41.37779,34.5703,60.15877,52.22171
2017-07-19,40.23778,54.35539,44.30059,36.17496,58.35008,50.36069
2017-07-19,38.71251,55.67002,42.81013,34.61489,59.71012,51.62992
2017-07-20,40.24314,54.3571,44.31455,36.17173,58.34778,50.36642
2017-07-20,37.8655,56.34587,41.33248,34.39853,60.41756,52.27419
2017-07-20,38.6458,55.76773,42.80268,34.48891,59.86781,51.66766
2017-07-21,39.92391,54.90389,43.88772,35.9601,58.95335,50.85444
2017-07-21,37.44432,56.22223,41.0191,33.86955,60.06737,52.37708
2017-07-21,38.3734,55.72233,42.56104,34.18576,59.64466,51.8
2017-07-22,37.51841,56.16276,41.09487,33.94195,59.99729,52.32823
2017-07-22,39.92391,54.90389,43.88772,35.9601,58.95335,50.85444
2017-07-22,38.41841,55.68146,42.60358,34.23324,59.60043,51.7625
2017-07-23,39.92391,54.90389,43.88772,35.9601,58.95335,50.85444
2017-07-23,37.63227,55.98546,41.22648,34.03806,59.82065,52.15028
2017-07-23,38.4932,55.55575,42.67521,34.3112,59.46841,51.64308
2017-07-24,40.00105,54.82607,44.01979,35.98231,58.90247,50.74966
2017-07-24,38.53267,55.30663,42.73199,34.33334,59.52424,51.08902
2017-07-24,39.05289,55.13695,43.44463,34.66116,59.24187,51.03202
2017-07-25,37.56762,55.98916,41.91506,33.22018,60.30493,51.6734
2017-07-25,40.00367,54.72099,43.97943,36.02792,58.9141,50.52788
2017-07-25,38.38955,55.60064,42.97971,33.79939,59.89718,51.3041
2017-07-26,40.10891,54.68523,44.02824,36.18957,58.83035,50.54011
2017-07-26,37.87655,55.62539,42.12126,33.63184,60.06873,51.18205
2017-07-26,38.54961,55.35145,43.06865,34.03057,59.71321,50.98969
2017-07-27,39.90546,54.90348,43.82129,35.98964,59.19101,50.61594
2017-07-27,38.03011,55.41692,42.28168,33.77855,59.83472,50.99912
2017-07-27,38.54928,55.34732,43.03683,34.06173,59.72181,50.97283
2017-07-28,37.84032,55.90107,41.85498,33.82565,60.32299,51.47914
2017-07-28,38.97818,56.00404,42.95424,35.00211,60.43024,51.57784
2017-07-28,38.35725,55.68452,42.68003,34.03447,60.10131,51.26774
2017-07-29,37.87874,55.96958,41.89894,33.85854,60.3989,51.54026
2017-07-29,38.97818,56.00404,42.95424,35.00211,60.43024,51.57784
2017-07-29,38.38412,55.72515,42.71571,34.05252,60.15879,51.2915
2017-07-30,38.97818,56.00404,42.95424,35.00211,60.43024,51.57784
2017-07-30,37.82521,56.02435,41.84805,33.80238,60.48609,51.5626
2017-07-30,38.35231,55.75294,42.70267,34.00195,60.21958,51.28629
2017-07-31,37.74067,56.1981,41.77999,33.70134,60.75717,51.63904
2017-07-31,38.83294,56.40698,42.89334,34.77254,60.92976,51.8842
2017-07-31,38.20862,56.1893,42.6102,33.80704,60.72137,51.65723
2017-08-01,38.21495,57.22556,42.30776,34.12214,61.76926,52.68185
2017-08-01,37.12984,57.07516,41.0323,33.22738,61.61325,52.53707
2017-08-01,37.76429,56.74495,42.14993,33.37865,61.29782,52.19208
2017-08-02,37.31966,57.76991,42.09148,32.54784,62.49352,53.0463
2017-08-02,37.009,57.20819,40.88349,33.13451,61.74978,52.66661
2017-08-02,37.04735,57.46737,41.72179,32.37292,62.21899,52.71576
2017-08-03,36.98343,57.11368,40.85014,33.11673,61.58009,52.64727
2017-08-03,37.2991,57.72597,42.04794,32.55027,62.39594,53.05601
2017-08-03,37.01992,57.37531,41.67223,32.3676,62.04323,52.70739
2017-08-04,36.86573,57.28303,40.69488,33.03659,61.73932,52.82673
2017-08-04,37.27709,57.64736,41.97725,32.57693,62.24009,53.05463
2017-08-04,36.91279,57.43717,41.50656,32.31903,62.06231,52.81203
2017-08-05,37.27709,57.64736,41.97725,32.57693,62.24009,53.05463
2017-08-05,36.92022,57.04646,40.73939,33.10106,61.50038,52.59254
2017-08-05,36.95828,57.26429,41.55743,32.35914,61.90297,52.6256
2017-08-06,36.92662,57.10833,40.7111,33.14214,61.48961,52.72705
2017-08-06,37.39128,57.57107,42.04111,32.74145,62.10695,53.03519
2017-08-06,36.98021,57.27692,41.55582,32.40461,61.87062,52.68322
2017-08-07,36.43844,57.34126,40.59006,32.28683,61.52499,53.15753
2017-08-07,37.74126,57.28339,42.37014,33.11238,61.7383,52.82848
2017-08-07,36.60229,57.36718,41.33248,31.87211,61.76018,52.97419
2017-08-08,38.25177,56.82254,43.0317,33.47185,61.65517,51.98991
2017-08-08,36.17896,58.15186,40.09509,32.26283,62.28333,54.02039
2017-08-08,36.90808,57.43502,41.69695,32.11922,61.98555,52.88449
2017-08-09,36.23774,57.79395,40.054,32.42149,62.03753,53.55037
2017-08-09,38.39414,56.41191,42.98488,33.8034,61.11378,51.71004
2017-08-09,36.86343,57.23425,41.55867,32.16819,61.74557,52.72292
2017-08-10,38.53228,56.22918,43.21464,33.84991,60.97047,51.4879
2017-08-10,36.22694,57.69921,40.02581,32.42806,61.93799,53.46042
2017-08-10,36.93701,57.06971,41.71968,32.15434,61.59443,52.54499
2017-08-11,36.63607,57.46092,40.40025,32.87189,61.61914,53.3027
2017-08-11,39.34763,54.87801,43.80651,34.88874,59.37757,50.37844
2017-08-11,37.56736,56.34317,42.19353,32.94119,60.85007,51.83627
2017-08-12,36.75468,57.43847,40.76329,32.74608,61.60697,53.26997
2017-08-12,39.34763,54.87801,43.80651,34.88874,59.37757,50.37844
2017-08-12,37.62228,56.35921,42.29346,32.9511,60.83619,51.88224
2017-08-13,39.34763,54.87801,43.80651,34.88874,59.37757,50.37844
2017-08-13,36.69472,57.57878,40.71627,32.67317,61.7786,53.37896
2017-08-13,37.57039,56.46309,42.26449,32.87629,60.98093,51.94524
2017-08-14,39.25485,54.94202,43.69183,34.81787,59.42392,50.46012
2017-08-14,36.51901,57.78039,40.61835,32.41967,62.08418,53.4766
2017-08-14,37.39813,56.64359,42.12861,32.66765,61.21503,52.07214
2017-08-15,39.32666,54.21491,43.66765,34.98568,58.96895,49.46087
2017-08-15,37.07734,55.79198,41.1385,33.01617,60.60711,50.97684
2017-08-15,37.63694,55.55735,42.20628,33.0676,60.32541,50.78928
2017-08-16,36.79667,54.94242,40.79628,32.79707,59.92448,49.96037
2017-08-16,39.79543,53.64213,44.18729,35.40357,58.44459,48.83966
2017-08-16,37.33916,55.03362,41.82668,32.85165,59.93123,50.136
2017-08-17,36.85913,54.9086,40.8399,32.87836,59.85916,49.95805
2017-08-17,40.14403,53.8097,44.42183,35.86623,58.50616,49.11323
2017-08-17,37.85554,54.9286,42.33533,33.37575,59.70444,50.15276
2017-08-18,39.6217,54.81041,44.07013,35.17327,59.58671,50.0341
2017-08-18,36.38994,55.65908,40.39721,32.38268,60.64413,50.67403
2017-08-18,37.79533,55.39618,42.40402,33.18665,60.15129,50.64106
2017-08-19,39.6217,54.81041,44.07013,35.17327,59.58671,50.0341
2017-08-19,37.79533,55.39618,42.40402,33.18665,60.15129,50.64106
2017-08-19,36.38994,55.65908,40.39721,32.38268,60.64413,50.67403
2017-08-20,37.72692,55.43607,42.34237,33.11146,60.20604,50.66609
2017-08-20,39.6217,54.81041,44.07013,35.17327,59.58671,50.0341
2017-08-20,36.341,55.70692,40.34136,32.34063,60.7416,50.67225
2017-08-21,35.88695,57.15897,39.80593,31.96796,62.13844,52.1795
2017-08-21,39.59126,54.82199,44.05444,35.12809,59.6122,50.03179
2017-08-21,37.05765,56.54782,41.65087,32.46442,61.33219,51.76345
2017-08-22,39.12299,55.47832,43.45678,34.7892,60.18941,50.76723
2017-08-22,35.67125,57.80386,39.45868,31.88382,62.71664,52.89108
2017-08-22,36.81282,57.00314,41.33916,32.28648,61.75926,52.24702
2017-08-23,38.47126,55.76075,42.75419,34.18832,60.32465,51.19686
2017-08-23,36.0565,57.31284,39.86063,32.25236,62.33797,52.28772
2017-08-23,36.92514,56.83273,41.28721,32.56307,61.54496,52.1205
2017-08-24,35.95277,57.41348,39.78584,32.1197,62.47303,52.35392
2017-08-24,38.61401,55.61862,42.91553,34.3125,60.15855,51.07868
2017-08-24,37.01527,56.76907,41.47535,32.5552,61.49586,52.04228
2017-08-25,38.49583,56.11722,42.78054,34.21112,60.57177,51.66267
2017-08-25,35.74794,57.8345,39.54499,31.9509,62.84203,52.82697
2017-08-25,36.91675,57.15396,41.45602,32.37748,61.81174,52.49618
2017-08-26,38.49583,56.11722,42.78054,34.21112,60.57177,51.66267
2017-08-26,35.78688,57.87026,39.57668,31.99707,62.90443,52.83609
2017-08-26,36.93331,57.17996,41.47746,32.38916,61.86016,52.49976
2017-08-27,35.77816,57.89424,39.57776,31.97856,62.9564,52.83207
2017-08-27,38.49583,56.11722,42.78054,34.21112,60.57177,51.66267
2017-08-27,36.92144,57.19756,41.48524,32.35764,61.90208,52.49304
2017-08-28,38.49717,56.13604,42.82244,34.17189,60.62732,51.64477
2017-08-28,35.77592,57.90997,39.58704,31.9648,63.0029,52.81705
2017-08-28,36.92813,57.2124,41.51923,32.33704,61.92688,52.49792
2017-08-29,38.09775,56.34618,42.42518,33.77031,60.81544,51.87691
2017-08-29,35.83307,58.1829,39.4631,32.20303,63.29436,53.07143
2017-08-29,36.82207,57.44258,41.25789,32.38624,62.25244,52.63271
2017-08-30,36.11767,57.82173,39.72343,32.51191,62.96367,52.67979
2017-08-30,38.63689,56.25348,42.70835,34.56542,60.45604,52.05091
2017-08-30,37.31853,57.14878,41.68003,32.95704,61.81176,52.48579
2017-08-31,36.05339,57.89574,39.73016,32.37662,63.01268,52.77881
2017-08-31,38.60115,56.26993,42.67866,34.52364,60.48548,52.05437
2017-08-31,37.22177,57.22581,41.5991,32.84444,61.89116,52.56047
2017-09-01,38.72445,56.20359,42.70963,34.73928,60.30949,52.0977
2017-09-01,36.30648,57.99635,40.03671,32.57625,62.9889,53.00381
2017-09-01,37.3336,57.26038,41.67601,32.99118,61.87663,52.64413
2017-09-02,36.25883,58.04179,40.02353,32.49413,63.0463,53.03728
2017-09-02,38.72445,56.20359,42.70963,34.73928,60.30949,52.0977
2017-09-02,37.28516,57.30523,41.66122,32.90909,61.94461,52.66586
2017-09-03,38.72445,56.20359,42.70963,34.73928,60.30949,52.0977
2017-09-03,36.37417,57.84581,40.09522,32.65312,62.78358,52.90805
2017-09-03,37.35038,57.18285,41.70014,33.00063,61.76844,52.59725
2017-09-04,38.7773,56.08899,42.84619,34.7084,60.20845,51.96954
2017-09-04,36.54958,57.64956,40.29377,32.80539,62.5812,52.71791
2017-09-04,37.50347,56.98285,41.89262,33.11432,61.5484,52.41729
2017-09-05,36.75838,57.60414,40.50233,33.01443,62.35545,52.85284
2017-09-05,39.3034,55.7341,43.36219,35.24461,59.87082,51.59739
2017-09-05,37.76652,56.80103,42.23053,33.30251,61.37112,52.23093
2017-09-06,37.38649,57.16378,41.32706,33.44593,62.09415,52.23342
2017-09-06,39.78395,55.35294,43.91262,35.65529,59.48346,51.22242
2017-09-06,38.21691,56.44203,42.74511,33.68871,61.08582,51.79824
2017-09-07,39.82632,55.34008,44.01718,35.63547,59.46281,51.21735
2017-09-07,37.70192,56.98782,41.58705,33.8168,61.75868,52.21696
2017-09-07,38.37829,56.37593,42.91252,33.84407,60.91397,51.83789
2017-09-08,38.10756,56.42276,42.14488,34.07023,61.05741,51.78811
2017-09-08,40.44044,54.6344,44.67823,36.20266,58.66391,50.60488
2017-09-08,38.68817,55.95134,43.26941,34.10693,60.39766,51.50502
2017-09-09,38.21482,56.3358,42.23446,34.19518,60.97066,51.70095
2017-09-09,40.44044,54.6344,44.67823,36.20266,58.66391,50.60488
2017-09-09,38.76101,55.89272,43.32641,34.19561,60.3409,51.44453
2017-09-10,40.44044,54.6344,44.67823,36.20266,58.66391,50.60488
2017-09-10,38.22231,56.30355,42.24351,34.20111,60.92258,51.68452
2017-09-10,38.75933,55.87571,43.3353,34.18337,60.32141,51.43
2017-09-11,40.31529,54.72517,44.53437,36.0962,58.75313,50.69721
2017-09-11,38.23683,56.34893,42.24704,34.22662,60.9426,51.75525
2017-09-11,38.71809,55.95098,43.24094,34.19524,60.34079,51.56116
2017-09-12,39.55527,55.24317,43.89106,35.21949,59.35269,51.13366
2017-09-12,37.3891,56.79363,41.30806,33.47015,61.18481,52.40245
2017-09-12,38.1081,56.23722,42.74432,33.47188,60.56918,51.90527
2017-09-13,37.67399,56.40246,41.47846,33.86951,60.95191,51.853
2017-09-13,39.74465,54.93554,43.87717,35.61213,59.13334,50.73774
2017-09-13,38.20712,55.90915,42.65783,33.7564,60.37368,51.44463
2017-09-14,40.09134,54.549,44.2555,35.92719,58.8194,50.27859
