year,variableA,variableB,variableC,variableD,variableE,variableF
2017-09-14,37.67922,56.30154,41.48695,33.87149,60.82011,51.78296
2017-09-14,38.48572,55.55937,43.06287,33.90856,60.04461,51.07413
2017-09-15,40.4518,53.72972,44.50467,36.39894,58.343,49.11645
2017-09-15,38.26089,54.98892,42.04071,34.48106,59.86929,50.10856
2017-09-15,38.85391,54.70395,43.17216,34.53566,59.35404,50.05386
2017-09-16,38.16751,55.15108,41.99262,34.3424,60.11406,50.18811
2017-09-16,40.4518,53.72972,44.50467,36.39894,58.343,49.11645
2017-09-16,38.79293,54.80883,43.15847,34.42738,59.53611,50.08154
2017-09-17,38.39445,54.59601,42.20641,34.5825,59.50399,49.68803
2017-09-17,40.4518,53.72972,44.50467,36.39894,58.343,49.11645
2017-09-17,38.79023,54.70402,43.07557,34.50489,59.38459,50.02346
2017-09-18,40.48919,53.73187,44.62699,36.3514,58.4045,49.05925
2017-09-18,38.50353,54.44039,42.29119,34.71587,59.33059,49.55018
2017-09-18,38.90175,54.57581,43.20633,34.59717,59.23567,49.91596
2017-09-19,38.45267,54.4381,42.11092,34.79441,59.13347,49.74273
2017-09-19,40.38954,53.92811,44.33314,36.44594,58.47723,49.37899
2017-09-19,38.85189,54.49646,43.0079,34.69588,58.99737,49.99556
2017-09-20,38.84023,53.24905,42.28319,35.39726,58.19955,48.29855
2017-09-20,40.86275,52.65388,44.56312,37.16238,57.55666,47.75111
2017-09-20,39.06307,53.5909,42.97974,35.1464,58.35732,48.82448
2017-09-21,40.87155,52.63753,44.5826,37.16049,57.53896,47.73609
2017-09-21,39.37469,53.34927,43.00726,35.74212,58.07776,48.62077
2017-09-21,39.45935,53.5658,43.41961,35.49909,58.1391,48.99249
2017-09-22,41.25188,52.82355,45.12013,37.38363,57.54034,48.10677
2017-09-22,39.01869,54.07699,42.89046,35.14693,58.88752,49.26646
2017-09-22,39.49464,54.0083,43.62273,35.36654,58.5935,49.4231
2017-09-23,41.25188,52.82355,45.12013,37.38363,57.54034,48.10677
2017-09-23,38.95658,54.05893,42.86593,35.04724,58.88275,49.2351
2017-09-23,39.44529,54.00235,43.59065,35.29993,58.5786,49.42611
2017-09-24,39.17653,54.43883,42.9406,35.41246,59.20711,49.67055
2017-09-24,41.49499,52.96284,45.2257,37.76428,57.49514,48.43055
2017-09-24,39.59408,54.24086,43.60965,35.57851,58.78962,49.6921
2017-09-25,41.57793,53.08458,45.39066,37.76519,57.52617,48.64299
2017-09-25,39.09969,54.47302,42.81534,35.38404,59.20583,49.7402
2017-09-25,39.6704,54.32408,43.84024,35.50056,58.76521,49.88295
2017-09-26,41.01126,53.54343,44.83744,37.18507,57.98804,49.09881
2017-09-26,38.2449,54.81219,42.07979,34.41002,59.294,50.33038
2017-09-26,38.92197,54.60735,43.18951,34.65443,58.86979,50.34491
2017-09-27,37.98526,55.10514,41.80173,34.16879,59.55419,50.6561
2017-09-27,40.31173,54.26196,44.53713,36.08633,58.49226,50.03165
2017-09-27,38.79216,54.94124,43.08302,34.5013,59.06998,50.8125
2017-09-28,37.89941,55.22694,41.75462,34.0442,59.74157,50.71231
2017-09-28,40.31269,54.41755,44.47203,36.15335,58.54889,50.2862
2017-09-28,38.82832,55.08244,43.16374,34.49291,59.19535,50.96952
2017-09-29,40.34256,54.64625,44.37914,36.30598,58.72469,50.56781
2017-09-29,37.60137,55.87895,41.27396,33.92879,60.33029,51.4276
2017-09-29,38.62467,55.41434,42.90867,34.34067,59.5141,51.31458
2017-09-30,37.59743,55.85502,41.28298,33.91187,60.2884,51.42163
2017-09-30,40.34256,54.64625,44.37914,36.30598,58.72469,50.56781
2017-09-30,38.61241,55.40293,42.91461,34.31021,59.49294,51.31292
2017-10-01,37.68137,55.78199,41.36288,33.99987,60.20525,51.35874
2017-10-01,40.34256,54.64625,44.37914,36.30598,58.72469,50.56781
2017-10-01,38.66099,55.35896,42.96257,34.35941,59.44509,51.27284
2017-10-02,40.15312,54.81033,44.17437,36.13186,58.93735,50.68331
2017-10-02,37.62963,55.75329,41.33792,33.92134,60.19293,51.31364
2017-10-02,38.52001,55.43917,42.78959,34.25043,59.5448,51.33354
2017-10-03,40.37353,54.85959,44.35439,36.39267,58.99095,50.72824
2017-10-03,37.8289,55.8531,41.47723,34.18057,60.25601,51.45019
2017-10-03,38.61701,55.51572,42.82699,34.40703,59.61335,51.41809
2017-10-04,40.7621,54.79143,44.79243,36.73178,58.75761,50.82524
2017-10-04,38.01492,56.09282,41.53102,34.49882,60.28134,51.9043
2017-10-04,38.92259,55.54972,43.20797,34.6372,59.51195,51.58749
2017-10-05,38.07584,56.03094,41.63827,34.51341,60.13042,51.93146
2017-10-05,40.60885,54.87642,44.77727,36.44043,58.74704,51.0058
2017-10-05,38.81237,55.61481,43.07641,34.54833,59.47441,51.75522
2017-10-06,40.17117,55.22769,44.48967,35.85266,59.33171,51.12367
2017-10-06,37.10485,57.30538,41.13694,33.07277,62.52552,52.08524
2017-10-06,38.1001,56.47272,42.76361,33.4366,61.2938,51.65165
2017-10-07,40.17117,55.22769,44.48967,35.85266,59.33171,51.12367
2017-10-07,37.17203,57.19087,41.22639,33.11768,62.42555,51.95619
2017-10-07,38.13292,56.40413,42.81899,33.44685,61.24431,51.56394
2017-10-08,37.14746,57.21674,41.21215,33.08276,62.46442,51.96906
2017-10-08,40.17117,55.22769,44.48967,35.85266,59.33171,51.12367
2017-10-08,38.10051,56.43702,42.81056,33.39046,61.29832,51.57572
2017-10-09,37.08799,57.10312,41.16768,33.0083,62.35505,51.8512
2017-10-09,40.09864,55.25847,44.44193,35.75536,59.37949,51.13745
2017-10-09,38.02188,56.38805,42.73129,33.31248,61.22114,51.55496
2017-10-10,40.01473,55.25956,44.3416,35.68786,59.37972,51.1394
2017-10-10,36.52134,57.44492,40.70203,32.34066,62.79613,52.0937
2017-10-10,37.45793,56.69799,42.27483,32.64103,61.66857,51.72741
2017-10-11,36.47693,56.94599,40.54764,32.40623,62.31004,51.58194
2017-10-11,40.12806,54.69553,44.28343,35.97269,58.60228,50.78879
2017-10-11,37.7519,56.08387,42.36158,33.14222,60.84902,51.31871
2017-10-12,36.62103,56.89503,40.75443,32.48763,62.17796,51.61209
2017-10-12,40.22272,54.57459,44.41026,36.03518,58.44459,50.70459
2017-10-12,37.85408,56.02977,42.50036,33.20779,60.74846,51.31108
2017-10-13,39.6197,55.18693,43.8368,35.4026,59.32934,51.04452
2017-10-13,36.56348,56.99356,40.58036,32.5466,62.16754,51.81957
2017-10-13,37.6958,56.14555,42.24862,33.14298,60.83664,51.45445
2017-10-14,37.62886,55.9846,42.14088,33.11685,60.64174,51.32746
2017-10-14,36.65332,56.59665,40.60168,32.70496,61.65913,51.53416
2017-10-14,39.6197,55.18693,43.8368,35.4026,59.32934,51.04452
2017-10-15,39.6197,55.18693,43.8368,35.4026,59.32934,51.04452
2017-10-15,36.70586,56.55759,40.65996,32.75177,61.62766,51.48751
2017-10-15,37.66046,55.95942,42.1819,33.13901,60.62894,51.28989
2017-10-16,36.59012,56.77091,40.53949,32.64075,61.87854,51.66328
2017-10-16,40.2318,54.40153,44.60351,35.86009,58.94375,49.8593
2017-10-16,38.14785,55.5671,42.92557,33.37013,60.46063,50.67356
2017-10-17,39.582,55.04752,43.78059,35.38341,59.46874,50.62631
2017-10-17,36.73927,56.83446,40.47601,33.00253,61.62724,52.04168
2017-10-17,37.98654,55.80103,42.53926,33.43382,60.53177,51.07029
2017-10-18,39.87877,54.70084,44.08759,35.66994,59.13977,50.26191
2017-10-18,36.74679,56.59354,40.39061,33.10298,61.50909,51.67799
2017-10-18,38.07331,55.5466,42.73254,33.41408,60.36487,50.72834
2017-10-19,36.88713,56.65256,40.35565,33.41861,61.34747,51.95765
2017-10-19,39.58765,54.8556,43.69738,35.47793,59.21457,50.49662
2017-10-19,37.96664,55.79045,42.42966,33.50361,60.46689,51.11402
2017-10-20,36.69792,57.0166,40.13217,33.26366,61.69907,52.33413
2017-10-20,39.44123,55.12551,43.58607,35.29639,59.55941,50.69162
2017-10-20,37.84346,56.00579,42.34471,33.3422,60.71263,51.29896
2017-10-21,39.44123,55.12551,43.58607,35.29639,59.55941,50.69162
2017-10-21,36.73466,56.97978,40.14734,33.32198,61.64387,52.3157
2017-10-21,37.86096,55.98836,42.36507,33.35685,60.69853,51.27818
2017-10-22,36.73022,56.91251,40.14434,33.3161,61.54598,52.27905
2017-10-22,39.44123,55.12551,43.58607,35.29639,59.55941,50.69162
2017-10-22,37.85255,55.94585,42.3642,33.34089,60.64472,51.24699
2017-10-23,36.40454,57.09264,39.91741,32.89167,61.75982,52.42546
2017-10-23,39.28416,55.52995,43.3776,35.19071,60.00792,51.05198
2017-10-23,37.48936,56.38719,42.06797,32.91075,61.0635,51.71088
2017-10-24,38.9423,55.83633,43.13006,34.75453,60.3097,51.36296
2017-10-24,35.93237,57.62141,39.38079,32.48395,62.24105,53.00177
2017-10-24,37.1561,56.73306,41.78599,32.52621,61.40689,52.05923
2017-10-25,38.67745,56.31491,42.68204,34.67285,60.51158,52.11824
2017-10-25,36.098,57.4499,39.48586,32.71013,62.15436,52.74545
2017-10-25,37.07568,56.91793,41.50466,32.6467,61.44345,52.39241
2017-10-26,39.07314,56.0741,43.17662,34.96965,60.26413,51.88408
2017-10-26,36.19252,57.42849,39.63343,32.75162,62.08479,52.77219
2017-10-26,37.46911,56.71981,42.05527,32.88294,61.22549,52.21413
2017-10-27,36.12577,57.31348,39.48451,32.76704,62.16035,52.4666
2017-10-27,38.7843,56.29276,42.95199,34.6166,60.53031,52.05521
2017-10-27,37.30399,56.69308,41.85652,32.75145,61.30756,52.07861
2017-10-28,38.7843,56.29276,42.95199,34.6166,60.53031,52.05521
2017-10-28,36.12514,57.38434,39.49284,32.75744,62.2604,52.50828
2017-10-28,37.29323,56.74607,41.86818,32.71828,61.39561,52.09653
2017-10-29,38.7843,56.29276,42.95199,34.6166,60.53031,52.05521
2017-10-29,36.28357,57.75093,39.66254,32.9046,62.47608,53.02577
2017-10-29,37.26856,57.08418,41.76267,32.77445,61.68118,52.48719
2017-10-30,36.08981,57.94589,39.60581,32.5738,62.78593,53.10584
2017-10-30,38.96075,56.08945,43.36547,34.55602,60.45528,51.72363
2017-10-30,37.26442,57.09366,42.03175,32.49708,61.82941,52.35792
2017-10-31,36.13458,58.07021,39.5146,32.75456,62.80627,53.33414
2017-10-31,38.73505,56.16645,43.0513,34.4188,60.4187,51.9142
2017-10-31,37.24255,57.15416,41.83614,32.64895,61.77101,52.5373
2017-11-01,39.45043,55.40435,43.836,35.06485,59.82651,50.98219
2017-11-01,36.73897,57.62163,40.30959,33.16835,62.53848,52.70478
2017-11-01,37.75723,56.76285,42.39159,33.12287,61.45495,52.07076
2017-11-02,37.38071,56.87278,41.12535,33.63607,61.39518,52.35038
2017-11-02,39.50467,55.37743,43.86527,35.14406,59.75625,50.99862
2017-11-02,37.97559,56.40167,42.52827,33.4229,60.83871,51.96463
2017-11-03,37.21225,57.17183,40.93717,33.48733,61.87044,52.47322
2017-11-03,38.97559,55.98032,43.54144,34.40973,60.71075,51.24989
2017-11-03,37.8332,56.58921,42.36376,33.30264,61.17087,52.00755
2017-11-04,38.97559,55.98032,43.54144,34.40973,60.71075,51.24989
2017-11-04,37.28839,57.03854,41.04158,33.5352,61.75187,52.32521
2017-11-04,37.88012,56.50428,42.41156,33.34868,61.09159,51.91697
2017-11-05,38.76653,56.29507,43.22218,34.31088,60.87656,51.71358
2017-11-05,37.24062,57.23222,40.8525,33.62873,61.81281,52.65163
2017-11-05,37.78851,56.69604,42.21611,33.3609,61.22639,52.16568
2017-11-06,38.76372,56.23228,43.27574,34.25169,60.76165,51.70292
2017-11-06,37.05696,57.29476,40.61347,33.50045,61.77695,52.81256
2017-11-06,37.69767,56.73272,42.14056,33.25479,61.18445,52.28099
2017-11-07,36.89015,57.34779,40.30651,33.47379,61.59307,53.1025
2017-11-07,38.78378,56.08299,43.07478,34.49278,60.33978,51.8262
2017-11-07,37.55069,56.80687,41.86052,33.24086,61.07893,52.53482
2017-11-08,38.78871,56.07062,42.96696,34.61046,60.23169,51.90955
2017-11-08,36.9847,57.10672,40.33656,33.63285,61.39174,52.8217
2017-11-08,37.58189,56.68189,41.81385,33.34994,60.93145,52.43234
2017-11-09,38.82508,56.00803,43.16136,34.4888,60.37885,51.63721
2017-11-09,36.87565,57.20075,40.35596,33.39534,61.39975,53.00176
2017-11-09,37.65916,56.5921,42.07094,33.24738,60.90161,52.28259
2017-11-10,37.11195,56.54761,40.57419,33.6497,61.41397,51.68124
2017-11-10,38.91225,55.91314,43.31968,34.50483,60.30188,51.52439
2017-11-10,37.85893,56.11641,42.279,33.43886,60.87601,51.3568
2017-11-11,37.19261,56.49899,40.67566,33.70955,61.37941,51.61858
2017-11-11,38.91225,55.91314,43.31968,34.50483,60.30188,51.52439
2017-11-11,37.91284,56.08043,42.33805,33.48764,60.84921,51.31165
2017-11-12,38.91225,55.91314,43.31968,34.50483,60.30188,51.52439
2017-11-12,37.29921,56.3454,40.83548,33.76295,61.25752,51.43328
2017-11-12,37.98497,55.9723,42.4199,33.55003,60.75954,51.18506
2017-11-13,37.26438,56.38675,40.80128,33.72747,61.30583,51.46766
2017-11-13,39.11507,55.69787,43.75508,34.47506,60.18501,51.21073
2017-11-13,38.07273,55.89657,42.68018,33.46527,60.70871,51.08443
2017-11-14,37.54153,56.23203,40.96108,34.12197,61.02762,51.43644
2017-11-14,38.96594,55.51689,43.43122,34.50066,59.64754,51.38624
2017-11-14,38.05358,55.78141,42.36156,33.7456,60.36355,51.19926
2017-11-15,39.02678,55.44995,43.52971,34.52385,59.54884,51.35107
2017-11-15,37.50333,56.09998,41.1248,33.88186,60.62872,51.57123
2017-11-15,38.08255,55.61642,42.49938,33.66573,60.02238,51.21045
2017-11-16,39.17174,55.44165,43.72211,34.62136,59.49014,51.39315
2017-11-16,37.56749,56.05001,41.25379,33.8812,60.54091,51.55912
2017-11-16,38.12582,55.66437,42.58415,33.66749,60.01311,51.31562
2017-11-17,39.28837,55.46194,43.77735,34.7994,59.46125,51.46262
2017-11-17,37.49475,55.80109,41.12764,33.86187,60.26508,51.3371
2017-11-17,38.07958,55.4835,42.49039,33.66876,59.79652,51.17048
2017-11-18,37.66021,55.76469,41.32718,33.99324,60.22801,51.30137
2017-11-18,39.28837,55.46194,43.77735,34.7994,59.46125,51.46262
2017-11-18,38.19148,55.45759,42.61405,33.76891,59.77378,51.1414
2017-11-19,39.22339,55.75001,43.62117,34.82561,59.75269,51.74733
2017-11-19,37.64998,55.8158,41.31887,33.98109,60.27929,51.3523
2017-11-19,38.1493,55.70245,42.56184,33.73676,60.02735,51.37754
2017-11-20,39.11744,55.79084,43.54091,34.69396,59.82341,51.75828
2017-11-20,37.67971,55.82434,41.36098,33.99844,60.27885,51.36983
2017-11-20,38.11539,55.75067,42.51321,33.71758,60.06194,51.43939
2017-11-21,37.27388,56.78977,40.85829,33.68948,61.24873,52.33081
2017-11-21,39.89044,55.191,44.09651,35.68438,59.12326,51.25874
2017-11-21,38.16841,56.02618,42.40234,33.93447,60.28223,51.77013
2017-11-22,37.46259,56.36794,40.92633,33.99884,61.05016,51.68571
2017-11-22,40.0748,54.76105,44.33574,35.81387,58.96188,50.56023
2017-11-22,38.41062,55.54749,42.75452,34.06672,60.09285,51.00213
2017-11-23,40.0748,54.76105,44.33574,35.81387,58.96188,50.56023
2017-11-23,37.49094,56.29383,40.94191,34.03998,60.95646,51.6312
2017-11-23,38.42519,55.50383,42.75566,34.09473,60.03542,50.97224
2017-11-24,37.49094,56.29383,40.94191,34.03998,60.95646,51.6312
2017-11-24,40.0748,54.76105,44.33574,35.81387,58.96188,50.56023
2017-11-24,38.42519,55.50383,42.75566,34.09473,60.03542,50.97224
2017-11-25,40.0748,54.76105,44.33574,35.81387,58.96188,50.56023
2017-11-25,38.44119,55.45301,42.79749,34.08489,60.03166,50.87435
2017-11-25,37.52008,56.21497,40.99286,34.0473,60.93591,51.49404
2017-11-26,40.0748,54.76105,44.33574,35.81387,58.96188,50.56023
2017-11-26,37.45581,56.34441,40.93557,33.97606,61.08575,51.60306
2017-11-26,38.39222,55.54683,42.77029,34.01414,60.15193,50.94173
2017-11-27,37.45752,56.33474,40.94758,33.96746,61.08239,51.58708
2017-11-27,40.05172,54.71221,44.42881,35.67463,58.98969,50.43472
2017-11-27,38.3837,55.51948,42.81887,33.94852,60.09151,50.94745
2017-11-28,39.71597,55.04973,44.08185,35.35008,59.42147,50.67798
2017-11-28,37.3322,56.39901,40.77054,33.89386,61.09468,51.70334
2017-11-28,38.24538,55.60558,42.61953,33.87123,60.14755,51.0636
2017-11-29,37.72719,56.1861,41.0411,34.41329,60.68507,51.68713
2017-11-29,40.27305,54.68724,44.39616,36.14995,58.86496,50.50953
2017-11-29,38.42575,55.55772,42.58271,34.2688,59.93708,51.17836
2017-11-30,40.03595,54.90004,44.06927,36.00263,59.12446,50.67563
2017-11-30,37.37271,56.45746,40.76131,33.98411,61.06138,51.85354
2017-11-30,38.16322,55.75873,42.35735,33.96909,60.2225,51.29496
2017-12-01,40.03389,54.96639,44.08035,35.98742,59.13824,50.79454
2017-12-01,37.08066,56.67411,40.51703,33.64429,61.24419,52.10403
2017-12-01,38.00967,55.9007,42.33422,33.68511,60.35528,51.44611
2017-12-02,36.94333,56.88067,40.54791,33.33874,61.63329,52.12805
2017-12-02,40.03389,54.96639,44.08035,35.98742,59.13824,50.79454
2017-12-02,37.90633,56.05219,42.34116,33.47151,60.66449,51.43988
2017-12-03,36.93871,56.9087,40.54438,33.33304,61.67534,52.14207
2017-12-03,40.03389,54.96639,44.08035,35.98742,59.13824,50.79454
2017-12-03,37.89624,56.08004,42.34225,33.45023,60.71577,51.44431
2017-12-04,39.90506,55.0077,43.90241,35.90772,59.20808,50.80733
2017-12-04,36.96822,56.90294,40.55458,33.38185,61.66179,52.1441
2017-12-04,37.86093,56.09463,42.2491,33.47276,60.70168,51.48758
2017-12-05,37.34743,56.66071,41.00904,33.68581,61.26614,52.05529
2017-12-05,39.69933,54.95476,44.27053,35.12812,58.91797,50.99154
2017-12-05,37.90712,56.05267,42.27509,33.53914,60.41055,51.69479
2017-12-06,37.17609,56.25414,40.67321,33.67897,61.24754,51.26074
2017-12-06,40.18172,54.5077,44.876,35.48743,58.80473,50.21067
2017-12-06,37.84785,55.80183,42.35403,33.34167,60.53749,51.06617
2017-12-07,39.37215,55.45115,44.43501,34.3093,60.17642,50.72587
2017-12-07,36.42162,57.0158,40.21066,32.63258,62.0655,51.96611
2017-12-07,37.27071,56.42054,41.92155,32.61987,61.28671,51.55438
2017-12-08,39.24728,55.49886,44.29839,34.19617,60.23919,50.75853
2017-12-08,36.52957,56.96902,40.34542,32.71372,62.01908,51.91897
2017-12-08,37.28476,56.4149,41.90453,32.66499,61.26764,51.56216
2017-12-09,39.24728,55.49886,44.29839,34.19617,60.23919,50.75853
2017-12-09,36.50823,56.97471,40.32417,32.69229,62.03435,51.91507
2017-12-09,37.26849,56.41706,41.89824,32.63873,61.28215,51.55198
2017-12-10,36.33047,57.33792,40.0551,32.60583,62.36638,52.30947
2017-12-10,39.03798,55.87618,43.97707,34.09888,60.59116,51.16121
2017-12-10,37.12042,56.69955,41.69753,32.54332,61.57387,51.82524
2017-12-11,39.00207,55.85435,43.99907,34.00508,60.61282,51.09588
2017-12-11,36.2524,57.43421,40.00078,32.50401,62.4935,52.37493
2017-12-11,37.07095,56.75324,41.68771,32.4542,61.64172,51.86476
2017-12-12,39.10435,55.95634,43.67833,34.53038,60.43566,51.47703
2017-12-12,35.99963,57.93578,39.58548,32.41379,62.80088,53.07068
2017-12-12,37.17878,57.00034,41.6306,32.72696,61.66032,52.34037
2017-12-13,35.46254,57.3914,39.26604,31.65903,62.29413,52.48867
2017-12-13,38.08359,56.67448,42.82822,33.33895,61.04711,52.30185
2017-12-13,36.66145,56.84941,41.23801,32.08489,61.49991,52.19891
2017-12-14,35.57671,57.35314,39.45999,31.69342,62.21434,52.49194
2017-12-14,38.49307,56.5584,43.12283,33.86332,60.78818,52.32861
2017-12-14,37.07505,56.79411,41.67421,32.47588,61.32002,52.2682
2017-12-15,38.28982,56.81938,42.82446,33.75517,61.05926,52.57949
2017-12-15,34.9917,58.19014,38.85859,31.12481,63.64735,52.73292
2017-12-15,36.45856,57.43106,41.09477,31.82236,62.48951,52.37261
2017-12-16,34.93087,58.28658,38.82144,31.04029,63.78065,52.7925
2017-12-16,38.28982,56.81938,42.82446,33.75517,61.05926,52.57949
2017-12-16,36.40314,57.50006,41.07541,31.73088,62.59423,52.40588
2017-12-17,35.97097,57.98541,40.21576,31.72618,63.31239,52.65843
2017-12-17,38.28982,56.81938,42.82446,33.75517,61.05926,52.57949
2017-12-17,37.00387,57.35746,41.72515,32.28259,62.34027,52.37466
2017-12-18,38.38718,56.61967,43.00181,33.77255,60.90336,52.33598
2017-12-18,36.25013,57.28722,40.72108,31.77917,62.97261,51.60183
2017-12-18,37.21277,56.7984,42.06018,32.36535,62.05048,51.54631
2017-12-19,35.93935,57.91428,40.19051,31.68819,63.36301,52.46555
2017-12-19,38.20256,57.26283,42.58469,33.82044,61.38708,53.13858
2017-12-19,37.10143,57.38179,41.74622,32.45663,62.37889,52.38468
2017-12-20,38.77604,56.78464,43.37341,34.17867,60.9945,52.57477
2017-12-20,35.86745,57.55755,40.16387,31.57104,62.97956,52.13554
2017-12-20,37.20605,56.98474,42.15113,32.26097,61.99156,51.97792
2017-12-21,35.77409,57.88775,39.98901,31.55917,63.29929,52.47622
2017-12-21,38.74059,56.77304,43.34423,34.13694,60.98219,52.5639
2017-12-21,37.0453,57.23926,41.94979,32.1408,62.26624,52.21227
2017-12-22,38.84623,56.60857,43.48132,34.21114,60.82695,52.39019
2017-12-22,35.87907,57.76529,40.07583,31.6823,63.09438,52.43619
2017-12-22,37.14611,57.08867,42.04803,32.24418,62.06757,52.10978
2017-12-23,38.84623,56.60857,43.48132,34.21114,60.82695,52.39019
2017-12-23,36.06482,57.65516,40.29242,31.83723,62.98712,52.3232
2017-12-23,37.25974,57.0198,42.16922,32.35025,62.00357,52.03604
2017-12-24,36.23244,57.44253,40.50846,31.95642,62.80125,52.08381
2017-12-24,38.84623,56.60857,43.48132,34.21114,60.82695,52.39019
2017-12-24,37.3656,56.87848,42.29593,32.43528,61.88215,51.8748
2017-12-25,36.23244,57.44253,40.50846,31.95642,62.80125,52.08381
2017-12-25,38.84623,56.60857,43.48132,34.21114,60.82695,52.39019
2017-12-25,37.3656,56.87848,42.29593,32.43528,61.88215,51.8748
2017-12-26,38.8737,56.64392,43.41353,34.33386,60.78534,52.50251
2017-12-26,36.36728,57.42441,40.52427,32.21029,62.56409,52.28473
2017-12-26,37.38361,56.89546,42.19453,32.57268,61.75955,52.03138
2017-12-27,36.40348,57.36427,40.55858,32.24838,62.49175,52.23679
2017-12-27,39.06779,56.30027,43.80937,34.32621,60.57754,52.02301
2017-12-27,37.53883,56.67389,42.5399,32.53776,61.58022,51.76756
2017-12-28,36.64524,56.9993,40.75099,32.53949,62.23492,51.76368
2017-12-28,39.59424,55.86306,44.46544,34.72304,60.28429,51.44183
2017-12-28,37.73159,56.41101,42.75414,32.70905,61.38774,51.43429
2017-12-29,39.47977,55.76954,44.27288,34.68666,60.13069,51.40839
2017-12-29,37.08881,56.61979,41.29662,32.881,61.70961,51.52996
2017-12-29,37.71204,56.31897,42.62421,32.79987,61.18826,51.44968
2017-12-30,37.12983,56.50421,41.34206,32.9176,61.57931,51.42911
2017-12-30,39.47977,55.76954,44.27288,34.68666,60.13069,51.40839
2017-12-30,37.73003,56.24842,42.64738,32.81269,61.10892,51.38792
2017-12-31,39.47977,55.76954,44.27288,34.68666,60.13069,51.40839
2017-12-31,37.33959,56.36489,41.62288,33.0563,61.42876,51.30103
2017-12-31,37.8654,56.16106,42.80467,32.92613,61.01686,51.30525
2018-01-01,39.47977,55.76954,44.27288,34.68666,60.13069,51.40839
2018-01-01,37.8654,56.16106,42.80467,32.92613,61.01686,51.30525
2018-01-01,37.33959,56.36489,41.62288,33.0563,61.42876,51.30103
2018-01-02,38.12047,55.82487,42.98391,33.25703,60.59271,51.05703
2018-01-02,39.89989,55.2852,44.6306,35.16919,59.59282,50.97758
2018-01-02,37.71881,55.879,42.00691,33.43071,60.83708,50.92091
2018-01-03,40.21217,55.12443,44.87788,35.54647,59.37215,50.8767
2018-01-03,37.76004,55.76106,41.94017,33.5799,60.762,50.76013
2018-01-03,38.16097,55.69035,43.0086,33.31334,60.4595,50.9212
2018-01-04,40.28809,55.00038,45.02804,35.54815,59.29904,50.70172
2018-01-04,38.15102,55.35013,42.57115,33.73088,60.21455,50.4857
2018-01-04,38.47328,55.33284,43.46577,33.48078,60.01302,50.65265
2018-01-05,38.82547,54.96257,43.64261,34.00834,59.63041,50.29473
2018-01-05,38.72204,54.79131,43.11031,34.33376,59.62421,49.95842
2018-01-05,40.64473,54.73632,45.25613,36.03334,58.91682,50.55581
2018-01-06,38.72204,54.79131,43.11031,34.33376,59.62421,49.95842
2018-01-06,38.82547,54.96257,43.64261,34.00834,59.63041,50.29473
2018-01-06,40.64473,54.73632,45.25613,36.03334,58.91682,50.55581
2018-01-07,40.64473,54.73632,45.25613,36.03334,58.91682,50.55581
2018-01-07,38.82547,54.96257,43.64261,34.00834,59.63041,50.29473
2018-01-07,38.72204,54.79131,43.11031,34.33376,59.62421,49.95842
2018-01-08,38.69312,55.00991,43.41864,33.9676,59.66267,50.35715
2018-01-08,38.61844,54.84727,42.97126,34.26562,59.70905,49.98549
2018-01-08,40.48848,54.79395,45.01125,35.96571,58.93571,50.65219
2018-01-09,40.5409,54.79406,45.0532,36.02861,58.93209,50.65604
2018-01-09,38.61844,54.84727,42.97126,34.26562,59.70905,49.98549
2018-01-09,38.73449,55.00918,43.51689,33.95209,59.65797,50.36039
